Season,No. of Episode (Season),No. of Episode (Overall),Title of the Episode,Director,Assistant Director,Written by,Storyboard by,Guest Starring,Featuring,Also Appearing,Musical Numbers,Original Air Date,Product Code,U.S. Viewers (Millions),TV Rating,Running Time (Minutes),Aspect Ratio,Production Companies,IMDb Rating,Synopsys
10,3,168,Screams of Silence: The Story of Brenda Q,Dominic Bianchi,Joe Vaux,Alec Sulkin,"Annemarie Brown, Francis Dinglasan, Michael Loya, Debbie Shin",Kaitlin Olson,"Glenn Quagmire, Brenda Quagmire, Jeffery Fecalman","Peter, Lois, Chris, Meg, Brian, Stewie, Joe Swanson, Bonnie Swanson, Dr. Hartman, Jay Leno, Rickey Minor","Iraq Lobster, Glenn Don't Die","October 30, 2011",8ACX21,5.96,TV-14,21,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",6.4,"Quagmire is sent to the hospital for nearly dying of autoerotic asphyxiation, but, as he recovers, he soon discovers that the real danger is that his younger sister is still with her abusive boyfriend (and worse: she's pregnant with his child) and persuades Peter and Joe to help him stop the abuse once and for all."
10,4,169,Stewie Goes for a Drive,Julius Wu,John Banh,Gary Janetti,"Ben Lane, Shawn Palmer, Dave Sherburne",Ryan Reynolds,"Stewie Griffin, Brian, Peter Griffin, Ryan Reynolds","Rupert, Lois Griffin, Meg, Chris, Consuela, Mrs. Janetti, Gavin Janetti, Carol, Adzin, Lindsay, Shelley Duvall",Before He Cheats,"November 6, 2011",9ACX02,5.82,TV-14,22,1.78 : 1,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7.1,"Actor Ryan Reynolds visits Quahog and befriends Peter, who is wary that Reynolds may like him as more than just a friend. Meanwhile, Stewie gets into trouble when he takes Brian's car for a drive, and afraid of facing punishment, decides to run away to Consuela's place."
10,5,170,Back to the Pilot,Dominic Bianchi,Joe Vaux,Mark Hentemann,"Annemarie Brown, Mark Garcia, Erik Moxcey",Lacey Chabert,"Brian, Stewie","Peter, Lois, Chris, Meg, Glenn Quagmire, Joe Swanson, Cleveland Brown, Charlie, Rupert, Judge, Kool-Aid Man, Cookie Monster, Tom Tucker, Joyce Kinney, George W. Bush, Frogmire, Bert & Ernie",None,"November 13, 2011",9ACX08,6.01,TV-14,22,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",8.8,"Brian and Stewie go back in time to January 31, 1999, the day the very first episode of the series aired, so the two could change history, but would have to go back again to change history a second time. While doing so, Present Brian tells himself (Past Brian) about the 9/11 attacks, which causes trouble in the present."
10,6,171,Thanksgiving,Jerry Langford,Michael Rundle,Patrick Meighan,"Annemarie Brown, Mark Garcia, Jonathan Gebhart","Scott Grimes, Julie Hagerty","Joe, Kevin Swanson","Lois, Peter, Chris, Meg, Stewie, Brian, Carter Pewterschmidt, Barbara Pewterschmidt, Carol West, Mayor Adam West, Glenn Quagmire, Ida Quagmire, Susie Swanson, Bonnie Swanson, Elmer Hartman, Mort Goldman, Tom Tucker, Joyce Kinney, Reggie, Scarecrow, Tin Man, The Cowardly Lion, Lindsay Lohan",Not Gay Revue,"November 20, 2011",9ACX04,6.02,TV-14,22,1.78 : 1,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",6.8,"Lois cooks a big Thanksgiving dinner, and Kevin Swanson (previously voiced by Jon Cryer and Seth MacFarlane, now voiced by Scott Grimes), originally presumed to be dead in Iraq, suddenly returns to his family and friends."
10,7,172,Amish Guy,John Holmquist,Rick Del Carmen,Mark Hentemann,"Won Ki Cho, Mark Garcia, Jonathan Gebhart","Kevin Michael Richardson, Ari Graynor, Bobby Lee, Missi Pyle","Meg Griffin, Peter Griffin, Eli, Ezekiel","Lois, Stewie, Brian, Chris, Quagmire, Joe, Bonnie, Joyce Kinney, Tom Tucker, Legs Go All The Way Up Griffin, Old Dumper, G.I. Joe, Orville Wright, DVD exclusive: Garfield","Highway To Hell, No One Like Rice Cakes","November 27, 2011",8ACX22,5.5,TV-14,22,1.78 : 1,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7,"While returning from an amusement park, the Griffins' car breaks down in an Amish county and they are stranded with no way out. When Meg falls for a local Amish boy, the Griffins soon find themselves in a crusade led by Peter against the conservative locals."
10,8,173,Cool Hand Peter,Brian Iles,Shawn Palmer,Artie Johann & Shawn Ries,"Steve Fonti, Michael Loya, Bao Nguyen, Dave Sherburne","Bob Gunton, Sanaa Lathan","Peter Griffin, Quagmire, Joe Swanson, Cleveland Brown","Brian, Stewie, Chris, Meg, Lois, Bonnie Swanson, Donna Tubbs-Brown, Mayor Adam West, Seamus, Sheriff Nichols, Homer, Marge, Lisa, Bart, Maggie, Krusty, Comic Book Guy, Groundskeeper Willie, Edna Krabappel, Ned Flanders, Otto Mann, Moe, Mr. Burns, Colonel Goatbanger, Jenny","Gonna See Miss Eliza, The Babbit and the Bromide, The Cleveland Show Theme Song","December 4, 2011",9ACX05,7.14,TV-14,22,1.78 : 1,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7.5,"Peter and the gang take a stand against their wives and flee to the Deep South on a road trip. On the way there, the men earn a one-way ticket to jail. But when they decide to make a run for it, Joe's quick planning and Peter's seductive ways help them escape. Meanwhile, Lois spends some quality time with the girls and they engage in childish and foolish antics."
10,9,174,Grumpy Old Man,John Holmquist,Rick Del Carmen,Dave Ihlenfeld & David Wright,"Won Ki Cho, Mark Covell, Debbie Shin","Adam Carolla, R. Lee Ermey","Carter Pewterschmidt, Barbara Pewterschmidt, Peter Griffin","Lois Griffin, Chris, Meg, Brian, Stewie, Quagmire, Tom Tucker, Joyce Kinney, Tricia Takanawa, Joe, Herbert, Consuela, Death, Superdeath, Mayor Adam West, Wonder Woman, Aquaman, Superman, Green Lantern, Batman, Ryan, Bill, McCartle, Dr. Grace Augustine, Jake Sully, Angela Lansbury","Grampa's Here, Criminal","December 11, 2011",9ACX07,6.1,TV-14,22,1.78 : 1,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",6.7,"After Lois's father, Carter, falls asleep while driving, the Griffins realize he is getting close to retirement, and visit retirement communities in Florida."
10,10,175,Meg and Quagmire,Joseph Lee,Wincat Alcala,Tom Devanney,"Won Ki Cho, Steve Fonti, Bao Nguyen",None,"Meg Griffin, Glenn Quagmire, Peter Griffin","Brian, Stewie, Lois, Chris, Mort Goldman, Bigfoot, Wilford Brimley, Robert Pattinson, Justin Bieber, Zac Efron, Selena Gomez, Lombard Montague, Grace McLady, Andy Colorado, The Mondo Twins, Purple Stuff, Tank Top Gay Face, Chad Zachary, Zach Chadwick, Chad Chadinson, C. Zachary Chad, Starburst featuring N.Y.T.F.H.$., Pee Hole Skin, Derek & Michael, Carter Pewterschmidt, Spartacus, Jeanine, Joan Van Ark, Peterdactyl, Joe Vaux, Wavyhair Doucheston, Peter Falk","Uh, Feelings","January 8, 2012",9ACX03,6.23,TV-14,22,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7.2,"When Meg finally turns 18, Quagmire seizes the opportunity to pursue his next romantic conquest. As the new couple's relationship blossoms, Peter stops at nothing to come in between his daughter and his creepy friend, but Lois urges him to back off because she does not believe anything will happen, at first."
10,11,176,The Blind Side,Bob Bowen,Jacob Hair,Cherry Chevapravatdumrong,"Ivaylo Angelov, Francis Dinglasan, Steve Fonti","Marlee Matlin, Jessica Barth, Robert Wu, Carrie Fisher, Sara Fletcher","Brian, Peter, Kate","Stewie, Lois, Meg, Quagmire, Angela, Stella, Opie, Joe Swanson, Horace, Seamus, Batman, Bonnie Swanson, Sookie Stackhouse, Bill Compton, Alcide Herveaux, Elizabeth Berkley Uncensored version - Jaycee Dugard Griffin",None,"January 15, 2012",9ACX06,8.31,TV-14,22,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7.7,"Brian gets a blind girlfriend who hates dogs. Despite this, they build up a healthy relationship without her aware of his species, but he still wants to meet her parents; Peter is introduced to a new co-worker at the brewery named Stella (guest appearance by Marlee Matlin) whom Quagmire has his eyes on, while the family, mostly Peter, deals with their newly faulty staircase at home after Stewie gets a splinter."
10,12,177,Livin' on a Prayer,Pete Michels,Bao Nguyen,Danny Smith,"Jonathan Gebhart, Michael Loya, Dave Sherburne",Judy Greer,"Stewie, Lois, Scotty Jennings, Peter, Hope & Ben Jennings","Meg, Chris, Brian, Joe, Quagmire, Tom Tucker, Tricia Takanawa, Mayor West, Dr. Hartman, Bruce, Tyrone, Tim, Rita, Charlie, Mike Brady, Carol Brady, Greg, Marsha, Alice Nelson, Optimus Prime, Starscream, He-Man, Alex Trebek, Mary Baker Eddy, Count Dracula, Thelma & Louise, Prince William, Billy Bob Thornton",There's a Fuzzy Bunny Rabbit on the Train,"January 29, 2012",9ACX09,5.92,TV-14,22,1.78 : 1,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7,"When Stewie's new best friend falls ill, Lois takes him to the hospital where she finds out he has a critical, but treatable, disease. However, the boy's parents refuse treatment due to their religious beliefs, leaving Lois no choice but to take drastic measures to seek treatment for the boy herself. Meanwhile, Peter has a religious experience of his own."
10,13,178,Tom Tucker: The Man and His Dream,Greg Colton,Young Baek,Alex Carter,"Mark Covell, Steve Fonti, Ricky Garduno","James Woods, Mark Harmon, Sanaa Lathan, David Herman","Tom Tucker, Peter Griffin, Chris Griffin, Lindsey","Lois, Stewie, Meg, Brian, Quagmire, Mort Goldman, Joyce Kinney, Bonnie Swanson, Peter Griffin, Michael Myers, Jamie Lloyd, God, James Woods, Mark Harmon, The Cosby Show Cast, David Strathairn, Nora Ephron",None,"February 12, 2012",9ACX10,5.03,TV-14,22,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",6.8,"When Peter decides to help Tom Tucker realize his dream to become a famous actor, he becomes his agent as they go to Hollywood. But there, they cross paths with James Woods who is revealed to have been revived from his death in ""And Then There Were Fewer"". Back in Quahog, Chris dates a girl who looks disturbingly like Lois (guest voice Elliot Page)."
10,14,179,Be Careful What You Fish For,Julius Wu,John Banh,Steve Callaghan,"Ivaylo Angelov, Francis Dinglasan, Debbie Shin","Ricky Gervais, Lucy Davis","Billy Finn, Peter Griffin, Stewie Griffin, Brian","Lois, Chris, Meg, Joe, Quagmire, Tom Tucker, Tricia Takanawa, Joyce Kinney, Seamus, Joanne Finn, Miss Emily, Devin, Milo & Otis, Sergeant Schultz","Japan, Reunited","February 19, 2012",9ACX11,5.39,TV-14,22,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7,"When Peter and the guys try to salvage a sunken Mercedes-Benz, Peter half-heartedly promises a favor to a helpful dolphin named Billy Finn (guest voice by Ricky Gervais). Soon, the dolphin moves to Quahog but outstays his welcome at Peter's, so Peter tries to reunite Billy Finn with his ex-wife (guest voiced by Lucy Davis) in hopes that he will return to the ocean. Meanwhile, Stewie is attending a pre-school with an incompetent but pretty teacher who Brian falls for."
10,15,180,Burning Down the Bayit,Jerry Langford,Michael Rundle,Chris Sheridan,"Megan Kelly, Michael Loya, Dave Sherburne",Scott Bakula,"Mort, Peter, Quagmire, Joe","Lois, Stewie, Brian, Chris, Meg, Bonnie, Dr. Hartman, Tom Tucker, Joyce Kinney, Miss Dumont, The Beatles, Scott Bakula, W. C. Fields, RoboCop, Wheel-Cher","If I Could Turn Back Time, If This Is It","March 4, 2012",9ACX13,5.33,TV-14,21,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",6.7,"Overwhelmed with financial troubles, Mort asks Peter and Quagmire to help him save his pharmacy. However, things take a turn for the worse when the trio decides to burn it down to collect insurance money."
10,16,181,Killer Queen,Joseph Lee,Wincat Alcala,Spencer Porter,"Annemarie Brown, Mark Garcia, Won Ki Cho","Jeff Ross, Eddie Kaye Thomas","Peter Griffin, Chris Griffin","Brian, Stewie, Rupert, Lois, Meg, Joe Swanson, Jeff Ross, Elliot, Jason Voorhees, Justin Voorhees, Charles Yamamoto, Carl, Patrick Pewterschmidt, Tom Tucker, Joyce Kinney, Mort Goldman, Herbert, Mayor Adam West, Ferdinand Magellan, The Land Ho Prankster, Barry Robinson, Riddler","America, I am the Very Model of a Modern Major-General","March 11, 2012",9ACX12,5.74,TV-14,21,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7.4,"When Chris wins a hot dog eating contest, Lois fears for his health and sends him (and eventually Peter) to fat camp to get healthy. There, they cross paths with a serial killer who seems to target fat people, which coincides with Lois' brother Patrick being released from a mental institution. Meanwhile, Stewie is traumatized by the frightening cover of the Queen album News of the World."
10,17,182,Forget-Me-Not,Brian Iles,Shawn Palmer,David A. Goodman,"Mark Covell, Ralph Fernan, Steve Fonti",None,"Peter, Joe, Brian, Quagmire","Lois, Meg, Chris, Stewie, Bruce, Bonnie, Robes of Teal",He's ShirtPants,"March 18, 2012",9ACX14,5.61,TV-14,22,1.33 : 1,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",8,"When a seemingly innocent guy's night out takes a sudden turn, Peter, Joe, Brian, and Quagmire wake up in a hospital and discover that their memories have been erased and Quahog has been deserted."
10,18,183,"You Can't Do That on Television, Peter",Bob Bowen,Jacob Hair,Julius Sharpe,"Annemarie Brown, Jonathan Gebhart, Debbie Shin",Katharine McPhee,Peter Griffin,"Lois, Chris, Stewie, Brian, Meg, Glenn Quagmire, Joe Swanson, Dr. Hartman, Mother Maggie, Bruce, Neil Goldman, Winston, Mayor Adam West, Mr. Saunders, Saggy Naggy, Mr. Kingman","What Makes You So Special?, Head, Shoulders, Knees and Toes, Petey's Funhouse Theme Song, Kentucky is a State","April 1, 2012",9ACX15,5.05,TV-14,21,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7,"Peter creates and stars in a children's TV show after his favorite kiddie show is cancelled. Meanwhile, Meg begins an internship with Dr. Hartman at the hospital."
10,19,184,Mr. and Mrs. Stewie,Joe Vaux,Raul Guerra,Gary Janetti,"Annemarie Brown, Won Ki Cho, Mark Covell, Ricky Maginsay, Dave Sherburne",Cate Blanchett,"Stewie Griffin, Penelope","Lois, Peter, Brian, Meg, Quagmire, Consuela, Dr. Hartman, Mort Goldman, Rupert, Tom Tucker, Charles Bronson, Ted Kaczynski, David Kaczynski, Maverick & Goose, Joan of Arc",None,"April 29, 2012",9ACX17,5.63,TV-14,22,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7.6,"Stewie meets a girl on the playground named Penelope and is surprised to hear that they both have a lot in common, that saying that they both have plans for world domination. Meanwhile, Lois gets squashed in her sleep by Peter and suggests that they sleep in separate beds. Peter doesn't like the idea due to snuggling issues and decides to sleep with Quagmire."
10,20,185,Leggo My Meg-O,John Holmquist,Rick Del Carmen,Brian Scully,"Ivaylo Angelov, Won Ki Cho, Francis Dinglasan",None,"Meg Griffin, Brian, Stewie","Peter, Lois, Chris, Connie, Ruth, Lewis and Clark & The Guy Who Tips Over Canoes, Tom Brunelle, Prince Faisal",None,"May 6, 2012",9ACX16,5.64,TV-14,22,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7.6,"In a parody of Taken, Meg travels abroad to Europe, her exciting adventure comes to a halt when she gets kidnapped. Brian and Stewie embark on an action-packed mission to find her before it is too late."
10,21,186,Tea Peter,Pete Michels,Bao Nguyen,Patrick Meighan,"Steve Fonti, Michael Loya, Debbie Shin",Alexa Ray Joel,"Peter Griffin, Carter Pewterschmidt","Brian, Stewie, Lois, Meg, Chris, Joe, Quagmire, Bonnie, Mort Goldman, Carl, Seamus, Mayor Adam West, Tom Tucker, Joyce Kinney, Herbert, Consuela, Ollie Williams, Elmer Hartman, Angela, Principal Shepherd, Al Harrington, Opie, Bruce, Dale Robinson, Adolf Hitler, Ronald Reagan, Ryan Phillippe",None,"May 13, 2012",9ACX18,4.94,TV-14,21,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",6.6,"After Quahog City Hall threatens to shut down Peter’s illegally run business, Peter joins the Tea Party and, with the help of Peter’s father-in-law, Carter, who reaps the benefit of all the chaos in Quahog, successfully campaigns to shut down the government. However, this ordeal causes the city to break down without a government."
10,22,187,Family Guy Viewer Mail #2,Greg Colton,Young Baek,Tom DevanneyAlec SulkinDeepak Sethi,"Ivaylo Angelov, Won Ki Cho, Francis Dinglasan","Ioan Gruffudd, Cate Blanchett, Chris O'Dowd, Tom Hollander, Jeff Ross","Brian, Stewie","Peter, Lois, Meg, Chris, Cleveland Brown, Joe Swanson, Glenn Quagmire, Mayor Adam West, Tom Tucker, Tricia Takanawa, Seamus, Dr. Hartman, Rupert, Herbert, Pavel, Carol West, Bruce, Opie, Carl, Consuela, Tomik and Bellgarde, Duncan, Rhys & Laird, Prince Charles, Queen Elizabeth II, Robin Williams, Kurt Cobain, Jeff Ross, Bernie Madoff",Hot Tea,"May 20, 2012",9ACX19,5.35,TV-14,22,16:9 HD,"20th Century Fox Television, Fuzzy Door Productions, Fox Television Animation",7.7,"Brian and Stewie respond to viewer mail. Chap of the Manor - We are introduced to a British version of the Griffins. Fatman and Robin - Peter discovers that everything he touches turns into his favorite comedian, Robin Williams. Point of Stew - A first-person perspective with Stewie."
