RPTID	OPID	NAME	INTER	IDATE	DTHH	ACSTATE	ACCOUNTY	ACCITY	OFFSHORE	COOR	IFED	SPLOC	CSYS	ORGLK	ORGLO	ITMYR	CAUS	CAUSO	TFAT	EFAT	NFAT	TINJ	EINJ	NINJ	PRPTY	COMM	COMID	CLASS	LOSS	RECOV	FIRE	EXP	NMDIA	THK	SMYS	JNT	GRND	DSPRS	ACPRS	PRTST	DUR	MXPRS	TSTMM	TSTYY	CORLC	FACTD	FACAT	CORR	CORRO	CAULK	CAULO	PREVT	ONECL	ONEOT	EXCAL	TMPMK	RNAME	PHONE	TELRN	TELID	DOR	NARRATIVE
19940143	12470	MID - VALLEY PIPELINE CO	Yes	19940412	1732	LA	UNION	 	No	 	No	"2 1/2 MILES W. OF SPEARSVILLE, 3/4 MILES E. OF LILLIE AND 3/4 MILES N. OF STATE ROUTE 15. LOCATION IS IN THE SW 1/4,NW 1/4,SE 1/4 OF SECTION 35,T 23N."	LINE PIPE	GIRTH	 	1949	FAILED WELD	 	0	0	0	0	0	0	75000	CRUDE OIL	1311110	1	35	32	No	No	20	0.25	52000	WELDED	BELOW GROUND	840	514	No	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	J.W. TORBET	9037570207	 	0	19940510	"AT 1732 CST ON 04/12/1994, MID-VALLEY PIPELINE CO. CONTROL ROOM SUPERVISOR, MR. BRADLEY MCCORD, RECEIVED A TELEPHONE CALL FROM A MRS. VERNA SINGLETON REPORTING A ""BAD SMELL OF OIL IN THE AREA."" MR. MCCORD NOTIFIED M.R. DEAHL, AREASUPERINTENDENT, AT 1735 CST. THE LINE SECTION WAS SHUT DOWN AT 1739 CST AND A CREW WAS DISPATCHED TO THE AREA TO INVESTIGAT. AT 1925 CST, OIL WAS DISCOVERED ON THE RIGHT OF WAY NEAR MP 134, AND CONTAINMENT WAS IMMEDIATELY STARTED.AFTER EXCAVATION WAS COMPLETED AT THE SITE, A 1/8"" CRACK WAS DISCOVERED IN THE GIRTH WELD, 3/4"" FROM THE PIPE SEAM. THE CRACK WAS AT THE 8:00 POSITION ONTHE PIPE LOOKING DOWNSTREAM. APPROXIMATELY 35BBLS. OF OIL WERE RELEASED DURING THE LEAK. THE OIL WAS SPREAD OVER AN AREA OF APPROXIMATELY 1 MILE WITH THEMAJORITY BEING CONTAINED  IN AND AROUND STEEP BANK CREEK. A TOTAL OF 32 BBLS. WERE RECOVERED. IT SHOULD BE NOTED THAT THE GROUND AT THE AROUND THE LEAK SITE WAS FOUND IN AN UNDISTURBED CONTISION."
19940144	2552	COLONIAL PIPELINE CO	Yes	19940330	1553	SC	 	SPARTANBURG	No	 	No	"40"" ( LN.1) & 36"" (LN.2) COLONIAL PIPELINES. LEAK SITE LINE 32 STATION 3601+32"	LINE PIPE	PIPE	 	1963	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	250000	FUEL OIL	2911715	3	76	36	No	No	36	0.31	52000	WELDED	BELOW GROUND	901	210	Yes	24	762	0	63	EXTERNAL	Yes	Yes	OTHER	NOT GIVEN	NO DATA	 	Null	NO DATA	 	Null	Null	J.L. GAMBRELL	4048412402	 	0	19940503	"ON THE AFTERNOON OF MARCH 30, 1994, THE CITY GAS COMPANY OF UNION, SC, NOTIFIED THE ATLANTA CONTROL CENTER THAT A DIESEL FUEL ODOR AND A SMALL AMOUNT OF OIL WERE NOTICED ON THE COLONIAL RIGHT-OF-WAY NEAR THE NATURAL GAS COMPANY'SMETERING STATION ON DOGWOOD CLUB ROAD. LOCAL COLONIAL PERSONNEL WERE DISPATCHED TO THE SITE WHERE AT 1533, EST ON MARCH 30, 1994, A LEAK WAS CONFIRMED ONCOLONIAL'S LINE 02, A 36-INCH DIAMETER PIPELINE WHICH RUNS FROM HOUSTON, TX TO GREENSBORO, NC. AT 1626, EST, A TELEPHONIC NOTICE OF THE INCIDENT WAS GIVEN TO THE NATIONAL RESPONSE CENTER (REPORT NO. 232543). THE SOUTHERN REGION OFTHE OFFICE OF PIPELINE SAFETY AND SOUTH CAROLINA DEPARTMENT OF HEALTH AND ENVIRONMENTAL CONTROL WERE ALSO INFORMED OF THE INCIDENT. EXCAVATION OF THE PIPELINE REVEALED THE SOURCE OF THE LEAK TO BE A SMALL 3-INCH LONGITUDINAL CRACKTHAT HAD DEVELOPED IN A CORROSION PIT. A 4-FOOT, FULL-ENCIRCLEMENT SLEEVE WAS INSTALLED OVER THE CORRODED AREAS. ALL CONTAMINATED SOIL HAS BEEN PLACED I A PLASTIC ENVELOPE FOR DISPOSAL AT A LATER DATE. AN ESTIMATED 76 BARRELS OF AMIXTURE OF FUEL OIL AND KEROSINE SEEPED INTO SURROUNDING SOIL AND A NEARBY CASING. THIRY-SIX BARRELS OF THE AMOUNT SPILLED WERE RECOVERED; THE BALANCE WAS ABSORBED INTO THE SURROUNDING SOIL. CLEAN-UP ACTIVITIES ARE CONTINUING."
19940145	15490	PHILLIPS PIPE LINE CO	Yes	19940409	1910	TX	COCHRAN	 	No	 	No	"GAINES-BORGER, LINE 80, MP 117-13+47. LIPSCOMB CO. SCH LAND SURVEY, BLOCK A-81, SEC.92 5 MILES W. OF STATE RD 1780, THEN 1/4 MILES N. OF STATE RD 1585."	LINE PIPE	PIPE	 	1942	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	65000	NATURAL GAS LIQUID	4908176	2	4767	0	No	No	8.63	0.19	40000	WELDED	BELOW GROUND	1150	795	Yes	24	1514	4	76	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	D.R. DUBOIS - MANAGER OF ENGINEERING & TECHNICAL SVC	9186616267	 	0	19940509	"AT 1910 HOURS ON SATURDAY, APRIL 9, 1994, A THIRD PARTY NOTIFIED PHILLIPS PIPE LINE OF A POSSIBLE LEAK ON LINE 80. THE LINE WAS SHUT DOWN AND THE SECTIONCONTAINING THE REPORTED LEAK WAS ISOLATED BY BLOCK VALVES. THE LEAK OCCURRED1/4 MILE NORTH OF STATE ROAD 1585 AND FORCED STATE ROAD 1585 TO BE CLOSED UNTIL THE LEAK COULD BE STOPPED. THERE WERE NO INJURIES OR DAMAGES OTHER THAN TO THE PIPELINE."
19940146	15490	PHILLIPS PIPE LINE CO	Yes	19940416	745	KS	COFFEY	 	No	 	No	"BORGER-E. CHICAGO ""BLUE"" LINE - MP 360-00+00. SEC 11, T21S,R14E. 2 MILES N. OF BURLINGTON, KS AND THEN 5 MILES WEST."	LINE PIPE	GIRTH	 	1952	FAILED WELD	 	0	0	0	0	0	0	300	L. P. G.	4905711	2	1	0	Yes	No	12.75	0.25	45000	WELDED	BELOW GROUND	990	178	Yes	24	1470	4	80	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	D.R. DUBOIS - MANAGER OF ENGINEERING & TECHNICAL SVC	9186616267	 	0	19940509	LANDOWNER REPORTED SMALL SURFACE FIRE FOLLOWING SPRING PASTURE BURN. PINHOLEIN GIRTH WELD WAS REPAIRED WITH REPAIR SLEEVE.
19940147	25133	TEXACO TRADING & TRANSPORTATION INC	No	19940409	108	MT	DAWSON	 	No	 	No	SEVEN MILES S. OF MONTANA HIGHWAY 200 ON MONTANA HIGHWAY 254 THEN 2 MILES E. NE SEC 10 TWN 21N RNG 53E	PUMPING STATION	SCRAPER TRAP	RELIEF	1993	OUTSIDE FORCE DAMAGE	FROSTHEAVE	0	0	0	0	0	0	4500	CRUDE OIL	1311110	1	1100	958	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	FROSTHEAVE	 	Null	NO DATA	 	Null	Null	RICHARD PETER	3072662167	 	0	19940506	"AT 1:08, A POSSIBLE LINE FAILURE WAS FOUND BY SIDNEY SCADA OPERATOR. THE PIPELINE WAS SHUT DOWN IMMEDIATELY, VALVES CLOSED AND STATION OPERATORS FOR BAKER, GLENDIVE AND RICHEY WERE CALLED OUT TO INVESTIGATE. AT 2:10 AM RICHEY STATION OPERATOR FOUND 1"" PIPING BROKE FROM SCRAPER TRAP RELIEF. NO SIGNS OF CORROSION OR VANDALISM CAN BE FOUND. THE MOST LOGICAL EXPLANATION IS HEAVING DUE TO FROST COMING OUT OF THE GROUND. THE NIPPLE BROKE OFF FLUSH WITH THE THREAD-O-LET ALLOWING SWEET CRUDE TO ESCAPE STRAIGHT INTO THE AIR UNTIL 800 PSI WASRELIEVED. APPROXIMATELY 1100 BBLS OF CRUDE LEAKED ONTO OUR PROPERTY AND ADJACENT LANDOWNERS PASTURE. OUR STATION DIKES CONTAINED THE MAJORITY OF THE SPILL AND AS OF 10 AM ON 04/11/1994, WE HAVE RECOVERED 958 MEASURED BARRELS. THE REMAINING IS MIXED WITH MUD AND WATER AND IS BEING TAKEN TO DISPOSAL. THE LANDOWNERS PASTURE WAS MISTED WITH A VERY LIGHT OIL COVERING AND WAS BURNT 04/09/94 IN A COANTROLLED SITUATION WITH STATE APPROVAL."
19940148	12627	MOBIL OIL CORP	No	19940421	1000	CA	LOS ANGELES	 	No	 	No	"NORTHWEST CORNER OF TELEGRAPH RD AND GARFIELD AVE, COMMERCE, CA. CNTY OF L.A., SEE ATTACHED THOMAS BROTHER GUIDE."	LINE PIPE	PIPE	 	1966	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	70000	GASOLINE	2911135	2	60	20	No	No	8	0.25	42000	WELDED	BELOW GROUND	592	350	Yes	4	843	1	90	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	Yes	Yes	T.W. SALLES	3104937224	 	0	19940513	"GS WERE FORWARDED TO BOTH THE COUNTY AND THE CONTRACTOR RESPECTIVELY PRIOR TO THE REMOVAL OF THE EMBANKMENT. WHILE THE CONTRACTOR WAS TRYING TO FINISH THE GRADE WITH A LARGE GRADING EXCAVATOR THE BLADE PUNCTURED A 2"" DIAMETER HOLEIN THE TOP OF MOBIL'S 8"" PIPELINE. THE PIPELINE WAS IMMEDIATELY SHUTDOWN ANDISOLATED AND CORRECTIVE MEASURES WERE IMPLEMENTED AT THIS TIME TO DIMINISH ANY ADDITIONAL PROBLEMS."
19940149	561	ARCO OIL & GAS CO - DIV OF ATLANTIC RICHFIELD	No	19940415	830	OK	GARFIELD	 	No	 	No	6 MILES EAST OF ENID OKLAHOMA SEVENTY FIVE (75 YARDS WEST OF UN-PAVED COUNTY ROAD IN GRASS PASTURE.	LINE PIPE	PIPE	 	1982	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	16600	CARBON DIOXIDE	2813320	3	0	0	No	No	8	0.25	3014	WELDED	BELOW GROUND	2150	1550	Yes	54	2863	5	82	EXTERNAL	Yes	Yes	OTHER	SEE REMARKS	NO DATA	 	Null	NO DATA	 	Null	Null	RANDY S. ENICOTT - SR. PRODUCTION SUPERVISOR	4054442751	 	0	19940512	R HERE AT VELMA AND NOTIFIED US OF A POTENTIAL CO2 LEAK. WE CONTACTED THE FARMLAND CO2 PLANT AND THEY INVESTIGATED THE LEAK SITE IMMEDIATELY AND DETERMINED THAT WE HAD A LEAK. THE PLANT WAS SHUT-DOWN AND THE MLV #2 30 MILES SOUTH WAS CLOSED AND THAT SECTION OF LINE WAS DE-PRESSURED IMMEDIATELY. PEOPLE IN THE AREA OF THE LEAK WERE NOTIFIED BY ARCO PERSONNEL OF THE LEAK. NO OTHER ACTION WAS NEEDED FOR THIS LEAK. IT WAS IN A RURAL AREA LEAK WAS TESTED AND REPLACED. PART I - GALVANIC CORROSION/DISMILAR ELECTROLYTES.
19940150	12452	MID - AMERICA PIPELINE CO (MAPCO)	Yes	19940407	755	OK	BEAVER	 	No	 	No	"TOWNHSIP 5 NORTH RANGE 25 EAST, SECTION 18, BEAVER COUNTY, OKLAHOMA"	PUMPING STATION	PUMP	 	1963	OTHER	MALFUNCTION PUMP SLEEVE	0	0	0	0	0	0	0	NOT GIVEN	9999999	2	0	0	Yes	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	R.T. CRONK - SENIOR VICE PRESIDENT	9185811800	 	0	19940509	"WITHIN TWO MINUTES OF RELEASE. NO DAMAGE WAS ATTRIBUTED TO THE FIRE, WHICH REMAINED LOCALIZED IN THE SEAL SLEEVE AREA. THIS EVENT WAS NOT TELEPHONICALLY REPORTED DUE TO A MISINTERPRETATION OF THE TELEPHONE REPORTING REQUIREMENTS AND THE SHORT DURATION AND LACK OF DAMAGE ASSOCIATED WITH THE EVENT. A REVIEW OF AND TRAINING ON REPORTING PROCEDURES HAS BEEN COMPLETED WITH THE APPROPIATE PERSONNEL."
19940151	15498	PHILLIPS GAS PIPELINE CO	Yes	19940502	1400	CO	BACA	 	No	 	No	"BORGER-DENVER LINE-CAMPO STATION-MP 127-5+00 APPROXIMATELY 9 MILES SOUTHWEST OF CAMPO, CO."	PUMPING STATION	VALVE	 	1963	MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT	 	0	0	0	0	0	0	1770	L. P. G.	4905711	2	23	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	D.R. DUBOIS	9186616267	 	0	19940531	"ON MAY 2, 1994, A PROPERTY OWNER CALLED THE BARTLESVILLE CONTROL CENTER TO REPORT HEARING A LOUD NOISE AND SEEING A WHITE GAS CLOUD AT OUR CAMPO STATION.THE CONTROL CENTER SHUT DOWN THE LINE WHICH HALTED THE RELEASE. THE BACA COUNTY SHERIFF DEPT. AND PPL MAINTEANCE CREW RESPONDED TO THE STATION. THE CAUSEOF THE LEAK WAS A MALFUNCTIONING THERMAL RELIEF VALVE, WHICH WAS REPAIRED."
19940152	22610	WILLIAMS PIPELINE CO	Yes	19940621	1600	OK	HASKELL	 	No	 	No	"SOUTHWEST QUARTER OF SECTION 36; TOWNSHIP 9N; RANGE 22E; IN HASKELL COUNTY, OKLAHOMA"	LINE PIPE	PIPE	 	1954	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	50000	GASOLINE	2911135	3	40	8	No	No	12.75	0.25	46000	WELDED	BELOW GROUND	1200	225	Yes	0	0	0	54	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	STEVEN S. BALL	9185883850	 	0	19940726	"ON TUESDAY, JUNE 21, 1994, AT 2;05 PM, THE PATROL PILOT NOTIFIED THE SOUTHERN REGION OFFICE OF DEAD VEGETATION ALONG THE PIPELINE RIGHT-OF-WAY NEAR MILE POST 184 ON THE DUNCAN TO FT. SMITH LINE. IMMEDIATELY, THE TULSA DISPACTHER WAS NOTIFIED TO SHUT THE LINE DOWN AND A MEMBER OF THE MAINTENANCE CREW WAS SENT TO THE SITE FOR VERIFICATION. AT 4:00 PM, JUNE 21, 1993, THE LEAK WAS CONFIRMED. AT APPROXIMATELY 5:00 PM, THE LEAK WAS ISOLATED BY CLOSING THE BLOCK VALVES ON EITHER SIDE OF THE LEAK WHILE EQUIPMENT WAS BEING MOBILIZED TO THE SITE FOR REPAIR. AT APPROXIMATELY 6;30 PM, THE BACKHOE AND ADDITIONAL PERSONNEL ARRIVED AT SITE. AT APPROXIMATELY 7:00 PM, THE LEAK WAS EXPOSED AND IT WAS DETERMINED THAT THERE WAS A PIN-HOLE SIZE LEAK CAUSED BY EXTERNAL CORROSION. THE LEAK WAS IMMEDIATELY STOPPED USING TEMPORARY CLAMPS AND THE SITE WAS EXCAVATED FURTHER TO MAKE SAFE FOR WELDING. AT 8:00 AM ON WEDNESDAY, JUNE 22, 1994, THE PERMANENT PATCH WAS WELDED ON THE LINE AND THE LINE WAS PUT BACK IN SERVICE. ON JUNE 23, 1994, FULL SCALE REMEDIATION WAS COMPLETED BY JULY 15, 1994 EXCEPT FOR THE DISCING OF THE SOILS, WHICH IS AN ONGOING PROCESS."
19940153	26148	WITCO CHEMICAL CORP	Yes	19940714	0	CA	KERN	BAKERSFIELD	No	 	No	2523 NORTH CHESTER AVE. WEST SIDE OF ROAD LEFT FROM THE CRUB. CROSS STREET CHINA GRADE LOOP.	LINE PIPE	PIPE	 	1947	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	0	CRUDE OIL	1311110	1	3	3	No	No	6	0.25	340	WELDED	BELOW GROUND	340	60	Yes	4	450	11	92	EXTERNAL	No	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	CHARLES LANKFORD	8053937110	 	0	19940719	"1). 6:30 P.M. LEAK REPORTED TO DAN MARTIN BY DAVE KAUS KCFD STATION #63. 2).6:35 P.M. DAN CONTACTED TOM BOYD, BUD WYANT, MERLE MENGHINI, AND CHARLES LANKFORD (CHARLES NOT IN). 3). 7:00 P.M. FIRE DEPARTMENT EVACUTATED BROOKS RANCHAND CLOSED THEM DOWN. 4). 7:00 P.M. BOYD CALLED FITZ TO SHUT DOWN THE PIPELINE AND KEN SMALL CONSTRUCTION FOR REPAIR AND CLEAN UP. 5). 8:30 A.M. DAN CALLED  LANKFORD AND REPORTED THE LEAK. 6). 9:00 P.M. LANKFORD CALLED - PG&E - WARNER CABLE PACIFIC TELEPHONE - NORTH OF THE RIVER WATER - SO. CALIF. GAS TO MOBILE ANY UNDERGROUND LINES THEY HAVE IN THE AREA. ALL RESPONDED EXCEPT FOR THE PHONE COMPANY. 7). 1:00 A.M. LEAK WAS UNCOVERED AND CLAMPED WELDER WILL INSTALL A FULL SLEEVE 36"" LONG FINISHED AT 4:30/A.M. 8). WILL START CLEAN UP FRIDAY 7/15/1994."
19940154	26303	UNOCAL PIPELINE CO - EASTERN REGION	No	19940621	900	IL	PIATT	 	No	 	No	"1 MILE WEST OF THE TOWN OF LODGE, IL LOCATED IN SEC. 13 T19N R5E PIATT COUNTY, IL"	PUMPING STATION	PUMP	"5/8"" SEAL COOLING RUPTURE"	1974	OTHER	TUBING WORN THIN RUPTURED	0	0	0	0	0	0	20000	CRUDE OIL	1311110	1	90	80	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	DAVID T. HOCKING	7084799260	 	0	19940628	"AT CHICAP'S MONTICELLO PUMP STATION A 5/8"" STEEL TUBING LINE, USED FOR PUMP SEAL COOLING, RUPTURD ON UNIT #4 SPRAYING CRUDE OIL ONTO GROUND."
19940155	26303	UNOCAL PIPELINE CO - EASTERN REGION	No	19940623	700	CA	SAN LUIS OBISPO	 	No	 	No	"SANTA MARGARITA PUMP STATION ONE MILE NORTH OF SANTA MARGARITA, CALIFORNIA ON EL CAMINO REAL."	TANK FARM	TANK	 	1967	OTHER	UNKNOWN SOURCE IGNITION	0	0	0	2	0	2	2000000	NOT GIVEN	9999999	1	0	0	Yes	Yes	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	RONALD L. JAMES	8055477227	 	0	19940606	"TANK 55400 AT SANTA MARGARITA PUMP STATION HAD BEEN EMPTIED OF PRESSURE DISTILLATE BY DECANTING. THE REMAINING OIL AND WATER HAD BEEN PUMPED OFF THE ROOFWAS SETTING ON HIGH LEGS WITH ONLY BOTTOM SLUDGE REMAINING IN THE TANK. GAS FREEING HAD BEGUN THE PREVIOUS DAY. AT 0700 WORKERS WERE SETTING UP TO CONTINUE GAS FREEING THE TANK WHEN THERE WAS AN EXPLOSION AND FIRE. FIRE WAS OUT AT1130. THE 55,000 BARREL TANK WAS COMPLETELY DESTROYED. CAUSE OF IGNITION IS NOT KNOWN AT THIS TIME."
19940156	18273	SHELL PIPELINE CORP	Yes	19940610	730	TX	CULBERSON	 	No	 	No	BLACK RIVER PUMP STATION	PUMPING STATION	PUMP	 	1958	MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT	 	0	0	0	0	0	0	73000	FUEL OIL	2911715	1	1890	0	No	No	6	0.25	46000	WELDED	ABOVE GROUND	2150	1900	Yes	36	2200	0	58	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	J.M. KORPAL	7132410132	 	0	19940712	PUMP EQUALIZATION LINE ON PUMP LOCATED AT BLACK RIVER PUMP STATION FAILED AND CAUSED RELEASE.
19940157	18273	SHELL PIPELINE CORP	Yes	19940516	1200	TX	CRANE	MONAHANS	No	 	No	"NE 1/4, SW 1/4, SECTION 4, BLOCK 27, 20 MILES SOUTHEAST OF MONAHANS HENDRICK-MACAMEY 10-INCH PIPELINE."	LINE PIPE	PIPE	 	1936	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	6000	CRUDE OIL	1311110	1	10	0	No	No	10	0.28	35000	WELDED	ABOVE GROUND	1000	105	Yes	8	1250	0	92	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	No	NO DATA	 	Yes	No	J.M. KORPAL	7132410132	 	0	19940620	
19940158	14295	OLYMPIC PIPE LINE CO	Yes	19940620	648	WA	PIERCE	SPANAWAY	No	 	No	"4420 -18TH ST. EAST R-3E, T-19N, 3 MILES EAST OF HIGHWAY 7 AT 180TH ST. E. SPANAWAY, WASHINGTON."	PUMPING STATION	OTHER	"3/4""THREADED FITTING"	1993	OTHER	FAILURE IN FITTING	0	0	0	0	0	0	4025	DIESEL FUEL	2911315	3	115	12	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	WILLIAM A. MULKEY	2062357745	 	0	19940629	"06:47 500/2500 HP UNITS ON-LINE - DIESEL FUEL IN TRANSIT.PRESS. SUC - 370 DISC - 1260 - CONTROL CENTER RECORDS CON - CON 1518 06:48 DEVIATION IN PRESSURE. LOSS OF SOME CONTROL AND SUCTION PRESSURE. 06:49 CONTROL CENTER RECEIVED LOW SUCTION ALARM. 06:51 CONTROLLER S/D 1500 HP UNIT - SUCTION CONTINUES TO SLOWLY DROP. 06:54 CONTROLLER S/D 2500 HP UNIT & BEGINS S/D OF ENTIRE PIPELINE. 06:58 STATION PRESSURE AT SPANAWAY IS FLAT - NOTIFICATION BEGINS 07:07 BLOCK VALVES REMOTELY CLOSED ON BOTH SIDES OF PUMP STATION 07:25 LEAK CONFIRMED BY ON-SITE PERSONNEL. 3/4"" THREADED TEMPERATURE PROBE THERMAL WELL FAILURE. THE CAUSE OF FAILURE COULD NOT BE IMMEDIATELY DETERMINED. THERMAL WELL TO BE SUBMITTED FOR LABORATORY ANALYSIS. ESTIMATED LOSS TO BE 115 BBLS. LOW SULFUR DIESEL TACOMA PUMP STATION SPANAWAY, WA 06/20/1994."
19940159	15674	PLANTATION PIPE LINE CO	Yes	19940702	800	GA	DOUGLAS	LITHIA SPRINGS	No	 	No	ACCIDENT OCCURRED AT PLANTATION'S AUSTELL TANK FARM. THE ACCIDENT INVOLVED THE MAF SUMP SYSTEM AS WELL AS THE STATION'S WATER COLLECTION AND CONTAINMENT SYSTEMS	TANK FARM	OTHER	FILTER VESSEL & SUMP TANK	0	INCORRECT OPERATION BY OPERATOR PERSONNEL	MALFUCTION OF RELIEF EQUP	0	0	0	0	0	0	3000	JET FUEL	2911130	3	86	86	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	ROY M. CROOK	4043645916	 	0	19940626	"ON JULY 2, 1994, AT APPROXIMATELY 8:00 A.M., PLANTATION'S AUSTELL TANK FARM UTILITY OPERATOR REPORTED TO WORK AND DISCOVERED JET-A TURBINE FUEL ON THE FACILITY'S CATCHMENT POND. APPARENTLY, A SIMULTANEOUS FAILURE OF THE STATION'S FILTER VESSEL DEWATERING VALVES AND WATER COLLECTION SYSTEM BOOSTER MOTOR ON JULY 1 RESULTED IN PRODUCT OVERFILLING A STATION SUMP TANK AND ENTERING THE WATER COLLECTION SYSTEM. AT 8:05 A.M. ON JULY 2, THE UTILITY OPERATOR HAD THE AFFECTED PIPELINE SYSTEM SHUT DOWN. THE PRODUCT WAS CONTAINED ENTIRELY WITHINTHE FACILITY IN HARD PIPED SYSTEMS, CONCRETE FLUMES AND THE CATCHMENT POND. ALL TRACES OF PRODUCT WERE SKIMMED FROM THE POND ON JULY 2. THE SUSPECT DEWATERING VALVES WILL BE REMOVED FROM OPERATION."
19940160	15851	PRIDE REFINING INC	No	19940610	830	TX	JONES	 	No	 	No	"APPROXIMATELY 9 MILES NORTH OF ABILENE, TEXAS OFF HWY 277"	LINE PIPE	PIPE	 	1976	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	1250	OIL AND GASOLINE	2911190	1	70	60	No	No	6	0.19	42000	WELDED	BELOW GROUND	580	470	Yes	8	755	11	92	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	JOHN T. MACON	9156748231	 	0	19940721	"AT APPROXIMATELY 8:30 AM ON JUNE 10, 1994 OUR COMPANY AIR PATROL PILOT SPOTTED THE LEAK . HE RADIOED OUR FIELD OFFICE, AND PERSONNEL WERE DISPATCHED TO BEGIN CLEAN UP AND SHUT DOWN OF PIPELINE OPERATIONS. LEAK WAS CLAMPED. EM-TECHENVIRONMENTAL SERVICES WERE CONTACTED TO BEGIN SAMPLING AND REMOVAL OF SOIL FOR CLEAN UP. PERMANENT REPAIRS WILL BE MADE BY LINE REPLACEMENT ON JUNE 27, 1994."
19940161	15674	PLANTATION PIPE LINE CO	Yes	19940523	2336	GA	DOUGLAS	LITHIA SPRINGS	No	 	No	ACCIDENT OCCURED AT PLANTATION'S AUSTELL TANK FARM. THE ACCIDENT INVOLVED THE B3 BOOSTER PUMP NEAR THE WARNER-LEWIS FILTER VESSELS.	TANK FARM	PUMP	 	1969	OTHER	PUMP/MOTOR MALFUNCTION	0	0	0	0	0	0	50000	JET FUEL	2911130	3	1	1	Yes	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	ROY M. CROOK	4043645916	 	0	19940623	"ON MONDAY, MAY 23 AT APPROXIMATELY 11:36 P.M. , PLANTATION'S BOOSTER PUMP UNIT B3 ON THE 12"" MAF PIPELINE AT AUSTELL TANK FARM FAILED RESULTING IN A FIRE. IT APPEARS THAT BOLTS HOLDING DOWN THE PUMP MOTOR VIBRATED LOOSE CAUSING THE MOTOR TO SHIFT. THE PUMP SEAL FAILED ALLOWING PRODUCT TO ESCAPE. THE HEAT GENERATED BY THE GRINDING OF THE PUMP SLEEVE COUPLING IGNITED THE FUEL. PLANTATION WAS NOTIFIED OF THE INCIDENT AT 11:47 P.M. PLANTATION SHUT DOWN THE 12"" PIPELINE AND CLOSED ALL TANK VALVES TO STOP FUEL FLOW AT 11:48 P.M. THE FIRE WAS EXTINGUISHED BY THE DOUGLAS COUNTY FIRE DEPARTMENT BY 12:05 A.M. ALL VISIBLE TRACES OF PRODUCT WERE CLEANED UP AND DISPOSED OF. THE BOOSTER PUMP AND MOTOR WERE REPLACED."
